folder,vol_error_af,vol_error_pct,start_time,end_time,max_wse,max_depth,max_face_velocity,max_velocity,max_volume,max_flow_balance,max_wind_EventCond,max_prcp_EventCond,max_bc_flow_EventCond,max_bc_stage_EventCond,max_IC_elevation,unique_manning,unique_cell_infiltration_initial_deficit,unique_cell_infiltration_maximum_deficit,unique_cell_infiltration_pot_percolation_rate,unique_cell_impervious_pct_imper
SS0305_PP359_SM3_BF1_Base,98442.7109375,0.02117217145860195,06Jan2050 00:00:00,12Jan2050 06:00:00,491.2488708496094,109.33875274658203,162.95069885253906,2.4378978323936464,722447744.0,393769.15625,73.5808334350586,14.670465469360352,160400.0,7.269999980926514,57.0,643855,646987,746734,1,454483
SS0317_PP042_SM2_BF1_Base,87682.5703125,0.030798165127635002,06Jan2050 00:00:00,11Jan2050 18:00:00,491.2488708496094,107.72770690917969,161.2801971435547,3.052223162651082,687288896.0,422648.25,162.49671936035156,14.107904434204102,178400.0,5.230000019073486,57.0,643617,662782,745823,1,1
SS0290_PP008_SM5_BF1_Base,106559.3359375,0.015125676058232784,06Jan2050 00:00:00,13Jan2050 06:00:00,491.2488708496094,115.53113555908203,2342.335693359375,3.491472263336182,825236608.0,1064474.375,101.1695556640625,66.9453353881836,94800.0,14.140000343322754,57.0,643642,579501,746355,1,454155
SS0281_PP021_SM5_BF1_Base,237011.5,0.033183906227350235,06Jan2050 00:00:00,12Jan2050 00:00:00,491.2488708496094,118.524169921875,1149.7674560546875,2.5845839428901733,822501952.0,1146386.75,156.67530822753906,14.241621017456055,147600.0,18.170000076293945,57.0,643642,579501,746355,1,454155
SS0285_PP015_SM4_BF1_Base,118180.8515625,0.029994448646903038,06Jan2050 00:00:00,13Jan2050 12:00:00,491.2488708496094,109.02188110351562,162.70513916015625,4.179914622306841,1040196352.0,269649.46875,67.11595916748047,34.2545166015625,164800.0,6.159999847412109,57.0,643591,625186,746124,1,454423
SS0320_PP198_SM5_BF1_Base,111762.9453125,0.03719591349363327,06Jan2050 00:00:00,13Jan2050 12:00:00,491.2488708496094,107.49525451660156,171.46652221679688,2.41814750909806,677552192.0,208319.140625,68.08887481689453,8.772555351257324,155600.0,3.4700000286102295,57.0,643642,579501,746355,1,454155
SS0349_PP108_SM3_BF1_Base,151307.734375,0.0322384275496006,06Jan2050 00:00:00,12Jan2050 00:00:00,491.2488708496094,111.63700866699219,161.11489868164062,3.702055954933295,718656640.0,522402.78125,103.80217742919922,36.305030822753906,154800.0,13.579999923706055,57.0,643855,646987,746734,1,454483
SS0341_PP444_SM3_BF1_Base,202370.234375,0.025397997349500656,06Jan2050 00:00:00,15Jan2050 00:00:00,491.2488708496094,110.98396301269531,162.595947265625,10.834294662475738,738951680.0,683268.375,86.4800796508789,36.01323699951172,316800.0,9.720000267028809,57.0,643855,646987,746734,1,454483
SS0276_PP174_SM5_BF1_Base,161035.203125,0.022215628996491432,06Jan2050 00:00:00,13Jan2050 12:00:00,491.2488708496094,112.80651092529297,2065.578125,3.0383711266517683,932976960.0,1335640.25,104.99063110351562,41.64162063598633,194800.0,10.449999809265137,57.0,643642,579501,746355,1,454155
SS0349_PP165_SM4_BF1_Base,179952.453125,0.03838767856359482,06Jan2050 00:00:00,12Jan2050 00:00:00,491.2488708496094,112.0287094116211,160.4259490966797,3.389784054756172,719841920.0,504064.8125,103.80217742919922,20.23836898803711,150000.0,13.579999923706055,57.0,643591,625186,746124,1,454423
SS0349_PP322_SM5_BF1_Base,145564.640625,0.029654623940587044,06Jan2050 00:00:00,12Jan2050 00:00:00,491.2488708496094,112.39241027832031,160.02072143554688,5.988193087577834,1631223296.0,516905.9375,103.80217742919922,58.5347900390625,319200.0,13.579999923706055,57.0,643642,579501,746355,1,454155
SS0349_PP217_SM5_BF1_Base,175240.65625,0.03685961663722992,06Jan2050 00:00:00,12Jan2050 00:00:00,491.2488708496094,112.39568328857422,161.4108123779297,3.5102520418167744,1006904960.0,505695.03125,103.80217742919922,34.43067169189453,134400.0,13.579999923706055,57.0,643642,579501,746355,1,454155
SS0349_PP014_SM5_BF1_Base,172910.59375,0.036575816571712494,06Jan2050 00:00:00,12Jan2050 00:00:00,491.2488708496094,112.11644744873047,155.24562072753906,4.010819363594067,999465792.0,499748.34375,103.80217742919922,40.94253158569336,318000.0,13.579999923706055,57.0,643642,579501,746355,1,454155
SS0349_PP301_SM5_BF1_Base,168945.046875,0.03563076630234718,06Jan2050 00:00:00,12Jan2050 00:00:00,491.2488708496094,112.4556884765625,161.46327209472656,2.7024038696289088,719844032.0,545972.125,103.80217742919922,27.965831756591797,119200.0,13.739999771118164,57.0,643642,579501,746355,1,454155
SS0349_PP155_SM5_BF1_Base,169127.640625,0.03556055575609207,06Jan2050 00:00:00,12Jan2050 00:00:00,491.2488708496094,113.22239685058594,166.97647094726562,2.8396764278412054,721457216.0,544175.625,103.80217742919922,18.93282127380371,175600.0,14.069999694824219,57.0,643642,579501,746355,1,454155
SS0298_PP392_SM1_BF1_Base,98537.015625,0.02410939149558544,06Jan2050 00:00:00,12Jan2050 00:00:00,491.2488708496094,112.02262115478516,162.1259765625,2.819238448143067,712026240.0,493722.46875,95.20146942138672,15.321340560913086,150000.0,12.90999984741211,57.0,643510,683772,745585,1,453683
SS0349_PP326_SM5_BF1_Base,165614.671875,0.034733500331640244,06Jan2050 00:00:00,12Jan2050 00:00:00,491.2488708496094,112.78199768066406,161.7797393798828,3.2544676971435598,717635392.0,511700.875,103.80217742919922,23.454715728759766,190000.0,13.710000038146973,57.0,643642,579501,746355,1,454155
SS0332_PP327_SM4_BF1_Base,118814.484375,0.0305583868175745,06Jan2050 00:00:00,12Jan2050 06:00:00,491.2488708496094,109.2156982421875,162.9344024658203,2.3343072175979716,685618944.0,340662.6875,127.58104705810547,32.673126220703125,168800.0,9.680000305175781,57.0,643591,625186,746124,1,454423
SS0349_PP019_SM5_BF1_Base,174712.453125,0.03648252785205841,06Jan2050 00:00:00,12Jan2050 00:00:00,491.2488708496094,112.05638122558594,162.61489868164062,4.606595792770408,1010099136.0,514164.09375,103.80217742919922,33.930091857910156,362000.0,13.579999923706055,57.0,643642,579501,746355,1,454155
SS0349_PP324_SM3_BF1_Base,172386.546875,0.036568086594343185,06Jan2050 00:00:00,12Jan2050 00:00:00,491.2488708496094,112.05107116699219,162.8761444091797,2.4637181806565085,721709952.0,529901.25,103.80217742919922,25.227039337158203,82000.0,14.010000228881836,57.0,643855,646987,746734,1,454483
SS0349_PP262_SM4_BF1_Base,168428.25,0.03527022898197174,06Jan2050 00:00:00,12Jan2050 00:00:00,491.2488708496094,113.36494445800781,176.74240112304688,2.696738510131837,722987136.0,547543.6875,103.80217742919922,17.453828811645508,138800.0,14.220000267028809,57.0,643591,625186,746124,1,454423
SS0320_PP222_SM5_BF1_Base,112074.796875,0.037439726293087006,06Jan2050 00:00:00,13Jan2050 12:00:00,491.2488708496094,107.60382843017578,162.73635864257812,2.302125027179719,676617600.0,198455.25,68.08887481689453,8.263187408447266,117200.0,3.440000057220459,57.0,643642,579501,746355,1,454155
SS0349_PP473_SM5_BF1_Base,149197.9375,0.030975181609392166,06Jan2050 00:00:00,12Jan2050 00:00:00,491.2488708496094,112.43417358398438,156.42234802246094,5.102807049751299,1015803712.0,523254.59375,103.80217742919922,46.56708526611328,192400.0,13.579999923706055,57.0,643642,579501,746355,1,454155
SS0349_PP110_SM1_BF1_Base,155127.59375,0.03261134400963783,06Jan2050 00:00:00,12Jan2050 00:00:00,491.2488708496094,112.06795501708984,169.07962036132812,3.055005712509314,717179200.0,537824.875,103.80217742919922,31.770740509033203,115600.0,13.579999923706055,57.0,643510,683772,745585,1,453683
SS0298_PP367_SM5_BF1_Base,97220.515625,0.023646045476198196,06Jan2050 00:00:00,12Jan2050 00:00:00,491.2488708496094,112.64930725097656,172.9850311279297,3.8219967985153334,709211264.0,532759.875,95.20146942138672,8.453667640686035,208400.0,12.90999984741211,57.0,643642,579501,746355,1,454155
SS0349_PP445_SM5_BF1_Base,145125.53125,0.029996436089277267,06Jan2050 00:00:00,12Jan2050 00:00:00,491.2488708496094,112.70515441894531,163.0005340576172,3.665802538394938,1162470528.0,555220.6875,103.80217742919922,58.78062057495117,178000.0,14.329999923706055,57.0,643642,579501,746355,1,454155
SS0341_PP458_SM5_BF1_Base,164511.03125,0.019977591931819916,06Jan2050 00:00:00,15Jan2050 00:00:00,491.2488708496094,111.33309173583984,2527.470703125,8.433526391983442,1440252928.0,693201.1875,86.4800796508789,69.2726821899414,352400.0,10.109999656677246,57.0,643642,579501,746355,1,454155
