Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info,Max WSE (ft),Max Depth (ft),Max Velocity (ft/s),Max Volume (ft^3),Max Flow Balance (ft^3/s),Max Stage BC (ft),Max Inflow BC (cfs),Max Cum PRCP (inc),Max Cum PRCP (in)
SS0285_PP114_SM4_BF1_Base,SUCCESS,9.3525,100,,115559.,0.02715,17.51,Jun 04 03:45,Jun 04 13:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0285_PP422_SM2_BF1_Base,SUCCESS,10.8525,110,,116086.,0.02780,17.51,Jun 04 03:45,Jun 04 14:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0288_PP049_SM2_BF1_Base,SUCCESS,12.977500000000001,130,,176097.,0.01413,17.51,Jun 04 03:45,Jun 04 16:44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0289_PP446_SM4_BF1_Base,SUCCESS,10.505277777777778,110,,143434.,0.02038,17.73,Jun 04 05:40,Jun 04 16:10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0290_PP008_SM5_BF1_Base,SUCCESS,10.33,110,,106559.,0.01450,17.51,Jun 04 03:56,Jun 04 14:16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0290_PP075_SM1_BF1_Base,SUCCESS,10.234166666666665,110,,137486.,0.01911,17.51,Jun 04 04:44,Jun 04 14:58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0290_PP343_SM1_BF1_Base,SUCCESS,9.963055555555554,100,,143367.,0.01976,17.77,Jun 04 03:45,Jun 04 13:43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0291_PP196_SM2_BF1_Base,SUCCESS,9.930833333333332,100,,127262.,0.03312,17.51,Jun 04 06:15,Jun 04 16:11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0292_PP171_SM4_BF1_Base,SUCCESS,7.748611111111111,80,,96626.,0.02520,23.99,Jun 04 04:11,Jun 04 11:56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
SS0292_PP180_SM5_BF1_Base,SUCCESS,9.373611111111112,100,,95214.,0.02497,17.51,Jun 04 05:00,Jun 04 14:23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
